1 X,1 Y,2 X,2 Y
1.461165867317149e-10,0.0135647996404763,1.461165867317149e-10,1.004848985621726
1.466513775725562e-10,0.07440460946955192,1.466513775725562e-10,1.015030823405614
1.473400461070782e-10,0.199536517030045,1.473400461070782e-10,1.029432553300826
1.478559787734105e-10,0.3191889854106377,1.478559787734105e-10,1.030300279474666
1.482463743083841e-10,0.4143265201978675,1.482463743083841e-10,1.014059460860875
1.486009732471185e-10,0.5002582747025111,1.486009732471185e-10,0.9810855922467026
1.491292139311735e-10,0.618659660107048,1.491292139311735e-10,0.8955696716369985
1.49681096060519e-10,0.7174698678067346,1.49681096060519e-10,0.7723281787084676
1.502329286009113e-10,0.7909177969235709,1.502329286009113e-10,0.633571688999667
1.507382660644439e-10,0.8396643221779423,1.507382660644439e-10,0.4978089363702985
1.513905640302469e-10,0.8838553187297501,1.513905640302469e-10,0.3284218906675082
1.519514268934245e-10,0.9120130105776333,1.519514268934245e-10,0.2131075323734539
1.524388463770229e-10,0.9321818490556316,1.524388463770229e-10,0.1441350017241823
1.529578979470114e-10,0.9497212905695206,1.529578979470114e-10,0.09705169778312783
1.534700990771597e-10,0.9631463498581186,1.534700990771597e-10,0.06827366949045732
1.540429473888858e-10,0.9740630318629254,1.540429473888858e-10,0.0469999055154806
1.545903179261147e-10,0.9814409507738714,1.545903179261147e-10,0.03323498853096266
1.551132364938529e-10,0.9864843738404858,1.551132364938529e-10,0.02389168694386644
1.557695573466987e-10,0.9909373502472038,1.557695573466987e-10,0.01588584256499458
1.562999762042471e-10,0.9934681399774481,1.562999762042471e-10,0.01184162657537091
1.56795828161656e-10,0.995207943998163,1.56795828161656e-10,0.009323764847826925
1.573008337326764e-10,0.9964895274739912,1.573008337326764e-10,0.007442905277537836
1.578314856071088e-10,0.9974364493445296,1.578314856071088e-10,0.005856045541312017
1.583697899821996e-10,0.9981007643824613,1.583697899821996e-10,0.004517174256146928
1.58893068221402e-10,0.9985608173111025,1.58893068221402e-10,0.003470138932278122
1.594301810483943e-10,0.9989030765505126,1.594301810483943e-10,0.002630176203171792
1.601235084047305e-10,0.9992183576092616,1.601235084047305e-10,0.001843377752399096
1.606374221086748e-10,0.9993832987166109,1.606374221086748e-10,0.001432726517767416
1.611490485021217e-10,0.9995075922081522,1.611490485021217e-10,0.001124511335738618
1.616481903366169e-10,0.9995972029533884,1.616481903366169e-10,0.0008931243979832154
1.622012992875892e-10,0.9996726270547382,1.622012992875892e-10,0.0007000243116515773
1.627155268995868e-10,0.999723890949723,1.627155268995868e-10,0.0005683098896073902
1.632224172991821e-10,0.9997637655771463,1.632224172991821e-10,0.0004755206228724695
1.637909740615449e-10,0.9997959965020602,1.637909740615449e-10,0.0004016440154837048
1.642772562339236e-10,0.9998177054537423,1.642772562339236e-10,0.0003579871824466778
1.647905379598258e-10,0.9998336409678703,1.647905379598258e-10,0.0003238419043233789
1.652712176850937e-10,0.9998459901261921,1.652712176850937e-10,0.000300929695065934
1.657717898695263e-10,0.9998543119384051,1.657717898695263e-10,0.0002823174910507711
1.662995631799731e-10,0.9998620709327618,1.662995631799731e-10,0.0002685232232737895
1.668488065107425e-10,0.999866679211263,1.668488065107425e-10,0.0002574022736117682
1.67381064194728e-10,0.9998711504603931,1.67381064194728e-10,0.0002502891193451041
1.679103733158217e-10,0.9998731404202686,1.679103733158217e-10,0.0002443703984082935
1.685878288900563e-10,0.9998762931341528,1.685878288900563e-10,0.000239665524707239
1.691091151116939e-10,0.9998768645753111,1.691091151116939e-10,0.0002364334555079649
